Дата;Идентификатор;ИдентификаторЖалобыТендера;Статус жалобы;ДатаПодачиТребованияЖалобыТендера;Тип методу закупівлі;КодОргЖалобыТендера;ОрганизацияЖалобыТендера;Уровень жалобы;Классификация лота CPV2;СтатусТендера;IDOrganizator;СуммаТендера
15.02.2017;UA-2017-02-15-000174-b;UA-2017-02-15-000174-b.b1;Не удовлетворено;29.03.2017 15:19:05;Відкриті торги;39383865;"ООО ""Оптіматрейдінг""";На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;01986606;1364200
15.02.2017;UA-2017-02-15-002418-c;UA-2017-02-15-002418-c.a3;Удовлетворено;13.03.2017 17:53:37;Відкриті торги;33635083;"Товариство з обмеженою відповідальністю ""Центр технічної безпеки""";На решение;79000000-4 Ділові послуги: юридичні, маркетингові, консультаційні, кадрові, поліграфічні та охоронні;unsuccessful;33745659;3265990
15.02.2017;UA-2017-02-15-002188-c;UA-2017-02-15-002188-c.c1;Удовлетворено;24.02.2017 14:48:55;Відкриті торги;35203852;ТОВ Альфатех;На условия;43000000-3 Гірничодобувне та будівельне обладнання;complete;03345018;2840000
15.02.2017;UA-2017-02-15-002503-c;UA-2017-02-15-002503-c.c1;Удовлетворено;17.03.2017 15:09:11;Відкриті торги;32960121;Енергопром Компані;На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";cancelled;00191017;1400000
09.11.2016;UA-2016-11-09-001098-b;UA-2016-11-09-001098-b.c1;Не удовлетворено;18.11.2016 19:20:34;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;02144677;3000000
09.11.2016;UA-2016-11-09-001098-b;UA-2016-11-09-001098-b.c5;Удовлетворено;13.01.2017 14:55:05;Відкриті торги;34327481;"ІП ""АІС-ПОЛТАВА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;02144677;3000000
09.11.2016;UA-2016-11-09-001447-a;UA-2016-11-09-001447-a.c1;Не удовлетворено;15.12.2016 13:17:20;Відкриті торги;40165196;ТОВ Дніпрпродсервіс;На решение;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;cancelled;20220229;3098161
09.11.2016;UA-2016-11-09-000306-b;UA-2016-11-09-000306-b.c1;Не удовлетворено;18.11.2016 19:15:48;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;02144720;3000000
09.11.2016;UA-2016-11-09-001167-a;UA-2016-11-09-001167-a.c1;Не удовлетворено;18.11.2016 19:19:31;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;38456570;3000000
09.11.2016;UA-2016-11-09-000768-b;UA-2016-11-09-000768-b.c1;Не удовлетворено;18.11.2016 19:18:27;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;04370350;1500000
09.11.2016;UA-2016-11-09-000776-b;UA-2016-11-09-000776-b.c1;Не удовлетворено;18.11.2016 19:16:56;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;02144708;1500000
19.04.2017;UA-2017-04-19-000073-a;UA-2017-04-19-000073-a.c1;Удовлетворено;02.06.2017 12:33:48;Відкриті торги;38234684;"ТОВ ""КОМПАНІЯ ""ЦИФРОВІ РАДІОСИСТЕМИ""";На решение;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;complete;40081237;1623687
19.04.2017;UA-2017-04-19-000073-a;UA-2017-04-19-000073-a.b2;Не удовлетворено;29.07.2017 17:13:35;Відкриті торги;38234684;"ТОВ ""КОМПАНІЯ ""ЦИФРОВІ РАДІОСИСТЕМИ""";На решение;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;complete;40081237;1623687
19.04.2017;UA-2017-04-19-001119-b;UA-2017-04-19-001119-b.c1;Удовлетворено;17.05.2017 16:54:40;Відкриті торги із публікацією англ. мовою;33363225;ТОВ Медікал Б.БН;На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;02012906;12281501.54
19.04.2017;UA-2017-04-19-001119-b;UA-2017-04-19-001119-b.b2;Не удовлетворено;10.07.2017 18:55:16;Відкриті торги із публікацією англ. мовою;33363225;ТОВ Медікал Б.БН;На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;02012906;12281501.54
19.04.2017;UA-2017-04-19-000476-a;UA-2017-04-19-000476-a.b4;Удовлетворено;30.04.2017 20:14:41;Відкриті торги;20463771;ТОВ ТрансКом;На условия;51000000-9 Послуги зі встановлення (крім програмного забезпечення);complete;04053699;576440
19.04.2017;UA-2017-04-19-000476-a;UA-2017-04-19-000476-a.b5;Удовлетворено;03.06.2017 22:06:40;Відкриті торги;20463771;ТОВ ТрансКом;На условия;51000000-9 Послуги зі встановлення (крім програмного забезпечення);complete;04053699;576440
19.04.2017;UA-2017-04-19-000855-b;UA-2017-04-19-000855-b.a2;Удовлетворено;29.05.2017 13:39:31;Відкриті торги;34327481;"ІП ""АІС-ПОЛТАВА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;02144128;1818000
19.04.2017;UA-2017-04-19-000407-c;UA-2017-04-19-000407-c.b1;Удовлетворено;25.05.2017 14:12:55;Відкриті торги;40939066;ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГЛАВТОРГСЕРВІС»;На решение;19000000-6 Шкіряні та текстильні, пластмасові та гумові матеріали;cancelled;40081195;2159703
19.04.2017;UA-2017-04-19-000407-c;UA-2017-04-19-000407-c.b2;Не удовлетворено;05.07.2017 17:57:42;Відкриті торги;32910655;"ООО ""ТЕГОЛА-УКРАЇНА""";На решение;19000000-6 Шкіряні та текстильні, пластмасові та гумові матеріали;cancelled;40081195;2159703
19.04.2017;UA-2017-04-19-000407-c;UA-2017-04-19-000407-c.c3;Удовлетворено;05.07.2017 18:26:28;Відкриті торги;40939066;ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГЛАВТОРГСЕРВІС»;На решение;19000000-6 Шкіряні та текстильні, пластмасові та гумові матеріали;cancelled;40081195;2159703
19.04.2017;UA-2017-04-19-001348-b;UA-2017-04-19-001348-b.b2;Удовлетворено;02.06.2017 15:48:09;Відкриті торги із публікацією англ. мовою;36440036;"ООО ""Торговий Дім ""ЛІТАН""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;32576420;30800000
19.04.2017;UA-2017-04-19-000926-b;UA-2017-04-19-000926-b.c3;Удовлетворено;27.06.2017 23:53:21;Відкриті торги із публікацією англ. мовою;38415597;"ТОВ ""ТОРГІВЕЛЬНА КОМПАНІЯ ""ЄВРОМОБАЙЛ""";На решение;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;cancelled;00034022;4284182
19.04.2017;UA-2017-04-19-001330-c;UA-2017-04-19-001330-c.a1;Не удовлетворено;27.04.2017 13:32:26;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;05389882;1680000
19.04.2017;UA-2017-04-19-001330-c;UA-2017-04-19-001330-c.a2;Удовлетворено;08.06.2017 16:02:45;Відкриті торги;34327481;"ІП ""АІС-ПОЛТАВА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;05389882;1680000
19.04.2017;UA-2017-04-19-001316-c;UA-2017-04-19-001316-c.b4;Удовлетворено;17.06.2017 14:12:22;Відкриті торги із публікацією англ. мовою;39189678;"ООО ""ГЛОБАЛ ІНТЕГРЕЙШН ГРУП""";На решение;30000000-9 Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення;cancelled;26255795;49200000
19.04.2017;UA-2017-04-19-000818-c;UA-2017-04-19-000818-c.b2;Удовлетворено;12.05.2017 18:04:48;Відкриті торги із публікацією англ. мовою;36214472;"ООО ""СПЕЦЗНАК""";На условия;14000000-1 Гірнича продукція, неблагородні метали та супутня продукція;complete;40109173;87647250
19.04.2017;UA-2017-04-19-000710-a;UA-2017-04-19-000710-a.b1;Удовлетворено;24.05.2017 16:42:43;Відкриті торги;36621796;"ООО ""ТАЙЛ""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";cancelled;40081195;2887032
19.04.2017;UA-2017-04-19-000276-b;UA-2017-04-19-000276-b.c3;Удовлетворено;19.05.2017 22:10:26;Відкриті торги;37210479;"ТОВ ""АЛТАЮР""";На решение;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;complete;05416337;3530000
19.04.2017;UA-2017-04-19-000321-a;UA-2017-04-19-000321-a.b3;Удовлетворено;16.05.2017 11:10:38;Відкриті торги;39091252;ТОВ ЧЕРНІВЦІФАРМАЦІЯ;На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;02005832;124000
19.04.2017;UA-2017-04-19-001180-b;UA-2017-04-19-001180-b.c1;Не удовлетворено;30.05.2017 18:16:20;Переговорна процедура (для потреб оборони);21582561;"ООО ""Торнадо""";На решение;35000000-4 Охоронне, протипожежне, поліцейське та оборонне обладнання;complete;00034022;64891200
19.04.2017;UA-2017-04-19-000734-b;UA-2017-04-19-000734-b.b1;Удовлетворено;24.05.2017 17:57:01;Відкриті торги;36852896;"ООО ""ФАРМПЛАНЕТА""";На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;01280527;3247237.53
19.04.2017;UA-2017-04-19-000270-c;UA-2017-04-19-000270-c.b1;Не удовлетворено;25.04.2017 18:42:36;Переговорна процедура (для потреб оборони);36157320;"ТОВ ""КОВЧЕГ-МЕРКУРІЙ""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;unsuccessful;25574423;3780000
26.10.2016;UA-2016-10-26-001668-a;UA-2016-10-26-001668-a.b4;Удовлетворено;01.12.2016 11:51:16;Відкриті торги;36186964;"ТОВ ""ТЕСЛА ЗЕТ""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";cancelled;40123454;359940
26.10.2016;UA-2016-10-26-000181-c;UA-2016-10-26-000181-c.a1;Не удовлетворено;28.11.2016 9:23:38;Відкриті торги;32837895;Iнтерхiм Бтв;На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;00156630;2846565.18
22.11.2016;UA-2016-11-22-000294-b;UA-2016-11-22-000294-b.b10;Удовлетворено;04.04.2017 17:03:33;Відкриті торги із публікацією англ. мовою;32772021;"ТОВ ""АЛЬЯНСЕНЕРГО""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;27088974.39
22.11.2016;UA-2016-11-22-000938-b;UA-2016-11-22-000938-b.b1;Удовлетворено;16.12.2016 16:26:33;Відкриті торги;34811402;Автобаза №1;На решение;60000000-8 Транспортні послуги (крім транспортування відходів);unsuccessful;05410872;909151
22.11.2016;UA-2016-11-22-000686-a;UA-2016-11-22-000686-a.b1;Удовлетворено;13.12.2016 17:17:31;Відкриті торги;38918890;"ООО ""ТД Магнатек""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40123439;1429112.4
22.11.2016;UA-2016-11-22-001169-c;UA-2016-11-22-001169-c.b1;Удовлетворено;22.12.2016 13:30:42;Відкриті торги;37100212;"ООО ""МАСТЕР-КАР СЕРВІС""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;324000
22.11.2016;UA-2016-11-22-001425-a;UA-2016-11-22-001425-a.b3;Удовлетворено;27.01.2017 17:13:04;Відкриті торги із публікацією англ. мовою;34427263;"ТОВ ""Перший трубний завод""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";unsuccessful;33126849;31350000
22.11.2016;UA-2016-11-22-001486-a;UA-2016-11-22-001486-a.b3;Удовлетворено;27.01.2017 17:01:49;Відкриті торги із публікацією англ. мовою;34427263;"ТОВ ""Перший трубний завод""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";unsuccessful;33126849;25000000
22.11.2016;UA-2016-11-22-001518-a;UA-2016-11-22-001518-a.b1;Не удовлетворено;05.12.2016 16:35:50;Відкриті торги;34427263;"ТОВ ""Перший трубний завод""";На условия;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;33126849;2950000
22.11.2016;UA-2016-11-22-000470-a;UA-2016-11-22-000470-a.c1;Удовлетворено;19.12.2016 17:11:04;Відкриті торги;40793313;"ТОВ ""ВЕНЧУРС ГРУП""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;40081195;2547763.8
22.11.2016;UA-2016-11-22-000567-a;UA-2016-11-22-000567-a.b1;Не удовлетворено;20.12.2016 17:09:55;Відкриті торги;39331210;"ООО ""Дана МС""";На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;cancelled;02009548;1700000
22.11.2016;UA-2016-11-22-000923-b;UA-2016-11-22-000923-b.a7;Не удовлетворено;02.12.2016 19:26:07;Відкриті торги;38245895;ТОВ НВП «EС ПОЛІМЕР»;На условия;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";cancelled;40081221;2323200
22.11.2016;UA-2016-11-22-000923-b;UA-2016-11-22-000923-b.b6;Не удовлетворено;02.12.2016 18:37:01;Відкриті торги;38972460;"ТОВ ""Славенерджі""";На условия;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";cancelled;40081221;2323200
22.11.2016;UA-2016-11-22-000923-b;UA-2016-11-22-000923-b.c5;Не удовлетворено;02.12.2016 17:49:23;Відкриті торги;40453500;"ТОВ ""ТОРГОВИЙ ДІМ ""ЕЛЕКТРО ІЗОЛЯЦІЯ""";На условия;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";cancelled;40081221;2323200
14.04.2016;UA-2016-04-14-000084-b;UA-2016-04-14-000084-b.b2;Удовлетворено;31.05.2016 10:13:52;Відкриті торги;39739588;"ТОВ ""Авістон""";На решение;18000000-9 Одяг, взуття, сумки та аксесуари;complete;40081195;3066343.67
14.04.2016;UA-2016-04-14-000086-a;UA-2016-04-14-000086-a.b2;Удовлетворено;31.05.2016 10:10:54;Відкриті торги;39739588;"ТОВ ""Авістон""";На решение;18000000-9 Одяг, взуття, сумки та аксесуари;complete;40081195;2596985
14.04.2016;UA-2016-04-14-000121-b;UA-2016-04-14-000121-b.c1;Удовлетворено;25.05.2016 18:09:44;Відкриті торги із публікацією англ. мовою;39739588;"ТОВ ""Авістон""";На решение;18000000-9 Одяг, взуття, сумки та аксесуари;cancelled;40081195;4128351.7
13.02.2017;UA-2017-02-13-001432-c;UA-2017-02-13-001432-c.a1;Удовлетворено;22.02.2017 16:59:59;Відкриті торги;41073735;"ПРИВАТНЕ ПІДПРИЄМСТВО ""АЛЬЯНС-ДНІПРО""";На условия;03000000-1 Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція;cancelled;01988410;1447223
13.02.2017;UA-2017-02-13-001432-c;UA-2017-02-13-001432-c.b2;Удовлетворено;05.04.2017 20:52:30;Відкриті торги;41073735;"ПРИВАТНЕ ПІДПРИЄМСТВО ""АЛЬЯНС-ДНІПРО""";На решение;03000000-1 Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція;cancelled;01988410;1447223
13.02.2017;UA-2017-02-13-001432-c;UA-2017-02-13-001432-c.b3;Удовлетворено;12.05.2017 19:41:54;Відкриті торги;41073735;"ПРИВАТНЕ ПІДПРИЄМСТВО ""АЛЬЯНС-ДНІПРО""";На решение;03000000-1 Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція;cancelled;01988410;1447223
13.02.2017;UA-2017-02-13-001328-a;UA-2017-02-13-001328-a.b1;Удовлетворено;08.04.2017 14:56:43;Відкриті торги;2783213345;ФОП Терещенко Н.В.;На решение;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;unsuccessful;02005639;410000
13.02.2017;UA-2017-02-13-000481-b;UA-2017-02-13-000481-b.a1;Удовлетворено;24.02.2017 16:41:17;Відкриті торги;41073735;"ПРИВАТНЕ ПІДПРИЄМСТВО ""АЛЬЯНС-ДНІПРО""";На условия;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;cancelled;38417861;1200000
13.02.2017;UA-2017-02-13-000108-b;UA-2017-02-13-000108-b.b10;Не удовлетворено;10.04.2017 16:08:57;Відкриті торги;40519016;"ОСББ ""ПРОЕКТНА Б.1""";На решение;77000000-0 Послуги у сфері сільського господарства, лісівництва, рослинництва, водного господарства та бджільництва;complete;40211027;317700
13.02.2017;UA-2017-02-13-000855-a;UA-2017-02-13-000855-a.c1;Не удовлетворено;24.02.2017 13:47:30;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;02144559;1580000
13.02.2017;UA-2017-02-13-000855-a;UA-2017-02-13-000855-a.c2;Удовлетворено;06.04.2017 16:29:34;Відкриті торги;34327481;"ІП ""АІС-ПОЛТАВА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;02144559;1580000
13.02.2017;UA-2017-02-13-000931-a;UA-2017-02-13-000931-a.a2;Удовлетворено;21.03.2017 13:44:23;Відкриті торги;2453502244;ФОП Биндас Надія Василівна;На решение;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;02005639;836469
13.02.2017;UA-2017-02-13-000645-b;UA-2017-02-13-000645-b.a1;Удовлетворено;17.03.2017 14:56:57;Відкриті торги;38873258;ТОВ ДНІПРОРЕГІОНГАЗ;На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;03341316;3829500
13.02.2017;UA-2017-02-13-000026-b;UA-2017-02-13-000026-b.c1;Не удовлетворено;03.04.2017 19:30:14;Відкриті торги;37941143;"ТОВ ""ЮГСТАЛЬ""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;19355964;1083333.33
13.02.2017;UA-2017-02-13-000457-c;UA-2017-02-13-000457-c.c2;Удовлетворено;10.03.2017 9:18:53;Відкриті торги;31299514;"ТОВ ""Колор С.І.М.""";На решение;45000000-7 Будівельні роботи та поточний ремонт;complete;31692820;300000
13.02.2017;UA-2017-02-13-000650-b;UA-2017-02-13-000650-b.a1;Удовлетворено;24.02.2017 13:48:51;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;02144789;3200000
25.01.2017;UA-2017-01-25-000492-c;UA-2017-01-25-000492-c.a1;Не удовлетворено;10.03.2017 15:15:12;Відкриті торги;39103896;"ТОВ  ""КІРОВОГРАДВУГЛЕПОСТАЧ""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;04334235;632880
25.01.2017;UA-2017-01-25-001499-b;UA-2017-01-25-001499-b.a2;Удовлетворено;22.02.2017 21:59:18;Відкриті торги;31915956;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АС""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;01982181;2200000
25.01.2017;UA-2017-01-25-000600-b;UA-2017-01-25-000600-b.a1;Удовлетворено;24.02.2017 17:18:31;Відкриті торги;35601826;"ООО ""КОНТРАКТ ПРОДРЕЗЕРВ 5""";На решение;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;unsuccessful;23067389;1344315
25.01.2017;UA-2017-01-25-000933-a;UA-2017-01-25-000933-a.b3;Удовлетворено;16.02.2017 16:35:42;Відкриті торги;33659565;"ТОВ ""СПЕЦІНФОРМ БЕЗПЕКА""";На решение;79000000-4 Ділові послуги: юридичні, маркетингові, консультаційні, кадрові, поліграфічні та охоронні;complete;02224643;700000
25.11.2016;UA-2016-11-25-001317-a;UA-2016-11-25-001317-a.b1;Удовлетворено;29.12.2016 20:04:42;Відкриті торги;25599699;"ООО ""НАУКОВО-ВИРОБНИЧЕ ПІДПРИЄМСТВО ""КРОНОС""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;40109084;2427170.6
25.11.2016;UA-2016-11-25-001066-b;UA-2016-11-25-001066-b.c1;Удовлетворено;06.12.2016 16:07:26;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;04369452;1500000
25.11.2016;UA-2016-11-25-000720-a;UA-2016-11-25-000720-a.c1;Удовлетворено;06.12.2016 11:41:14;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;04394585;1655000
20.12.2016;UA-2016-12-20-000695-b;UA-2016-12-20-000695-b.c1;Удовлетворено;23.03.2017 13:59:31;Відкриті торги;21540309;"ТОВ ""НВП ""ЕНЕРГОРІШЕННЯ""";На решение;45000000-7 Будівельні роботи та поточний ремонт;unsuccessful;00131624;11630576.67
20.12.2016;UA-2016-12-20-000589-a;UA-2016-12-20-000589-a.a1;Удовлетворено;17.02.2017 18:27:33;Відкриті торги;32521649;ТОВ Проект Інвест ХХІ;На решение;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;cancelled;33636307;1990400
22.09.2016;UA-2016-09-22-000676-c;UA-2016-09-22-000676-c.b1;Удовлетворено;27.10.2016 13:41:04;Відкриті торги;32365436;"ООО ""ТД Агринол""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;40081305;843936
22.09.2016;UA-2016-09-22-000676-b;UA-2016-09-22-000676-b.b1;Не удовлетворено;19.10.2016 15:58:34;Відкриті торги;39002178;"ООО ""Херсон Вуглепостачання""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;38009062;2523500
22.09.2016;UA-2016-09-22-000189-a;UA-2016-09-22-000189-a.a3;Удовлетворено;05.10.2016 18:13:03;Відкриті торги;40375543;ТОВ ЛАВЕРНА СМАК;На условия;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;cancelled;26136688;1125000
03.08.2016;UA-2016-08-03-000021-c;UA-2016-08-03-000021-c.a3;Удовлетворено;11.11.2016 13:54:15;Відкриті торги із публікацією англ. мовою;40142294;ТОВ СІЛІН ПРОМТОРГ;На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;20915546;5205351.41
03.08.2016;UA-2016-08-03-000170-a;UA-2016-08-03-000170-a.c3;Удовлетворено;07.09.2016 15:54:48;Відкриті торги із публікацією англ. мовою;33614922;"ЧП ""ОККО-Бізнес Контракт""";На условия;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;cancelled;37472392;126000000
03.08.2016;UA-2016-08-03-000170-a;UA-2016-08-03-000170-a.b4;Удовлетворено;07.09.2016 16:36:07;Відкриті торги із публікацією англ. мовою;36531032;"ТОВ ""КТБ ""ЄВРОБІЗНЕССТАНДАРТ""";На условия;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;cancelled;37472392;126000000
03.08.2016;UA-2016-08-03-000250-a;UA-2016-08-03-000250-a.b8;Не удовлетворено;13.09.2016 14:46:31;Відкриті торги із публікацією англ. мовою;38254742;"ТОВ ""АСКЕНТ-КР""";На решение;03000000-1 Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція;cancelled;37534799;33241200
03.08.2016;UA-2016-08-03-000341-b;UA-2016-08-03-000341-b.b1;Удовлетворено;08.08.2016 17:21:58;Переговорна процедура (для потреб оборони);30105738;"ТОВ ""МІК""";На условия;18000000-9 Одяг, взуття, сумки та аксесуари;unsuccessful;00034022;6000000
03.08.2016;UA-2016-08-03-000493-b;UA-2016-08-03-000493-b.a4;Удовлетворено;21.09.2016 18:07:05;Відкриті торги;26022051;Інститут телекомунікацій і глобального інформаційного простору НАН України;На решение;48000000-8 Пакети програмного забезпечення та інформаційні системи;cancelled;38707906;800000
03.08.2016;UA-2016-08-03-000523-b;UA-2016-08-03-000523-b.a3;Не удовлетворено;13.09.2016 14:43:11;Відкриті торги із публікацією англ. мовою;38254742;"ТОВ ""АСКЕНТ-КР""";На решение;03000000-1 Сільськогосподарська, фермерська продукція, продукція рибальства, лісівництва та супутня продукція;cancelled;37534799;6554700
02.09.2016;UA-2016-09-02-001082-c;UA-2016-09-02-001082-c.a3;Удовлетворено;09.09.2016 14:00:46;Переговорна процедура (для потреб оборони);38972916;"ТОВ ""Сімпліторг""";На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;complete;00034022;19728000
02.09.2016;UA-2016-09-02-000323-b;UA-2016-09-02-000323-b.c1;Удовлетворено;28.09.2016 13:50:15;Переговорна процедура (для потреб оборони);33104260;ООО Компрессорс Интернешнл;На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";unsuccessful;25574423;700000
14.09.2016;UA-2016-09-14-000153-b;UA-2016-09-14-000153-b.a1;Удовлетворено;27.10.2016 14:14:59;Відкриті торги;38948841;"ООО ""Перспектива АСГ""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";complete;40081237;1418980.73
14.09.2016;UA-2016-09-14-000939-c;UA-2016-09-14-000939-c.a1;Удовлетворено;12.10.2016 11:51:02;Відкриті торги;39582451;ТОВ ТЕХОЙЛ РІТЕЙЛ;На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;38299914;2299000
14.09.2016;UA-2016-09-14-000935-c;UA-2016-09-14-000935-c.b1;Не удовлетворено;20.10.2016 14:48:49;Відкриті торги;24741764;"ООО ""Людмила-Фарм""";На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;33769381;897949.34
14.09.2016;UA-2016-09-14-000978-c;UA-2016-09-14-000978-c.b3;Не удовлетворено;16.10.2016 15:06:32;Відкриті торги;31563714;ТОВ Будівельно-монтажне управління;На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;02142619;2989000
14.09.2016;UA-2016-09-14-000262-c;UA-2016-09-14-000262-c.c2;Не удовлетворено;10.10.2016 21:05:04;Відкриті торги;39582451;ТОВ ТЕХОЙЛ РІТЕЙЛ;На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;38276829;2450000
14.09.2016;UA-2016-09-14-000618-c;UA-2016-09-14-000618-c.a1;Не удовлетворено;16.09.2016 9:50:21;Відкриті торги із публікацією англ. мовою;32521649;ТОВ Проект Інвест ХХІ;На условия;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;unsuccessful;00034022;8262800
